"Place_Name","Place_ID","user_ratings_total","anger","anticipation","disgust","fear","joy","negative","positive","sadness","surprise","trust","wikipedia2VecVocab","wikipedia2VecVocabKouho"
"Yasukuni Shrine","ChIJ1UOuDWiMGGARkM6Iv-ZU57U","20631","3","8","4","7","11","6","21","3","5","8","ENTITY/Yasukuni Shrine",""
"The National Museum Of Modern Art, Tokyo","ChIJL0kSfg2MGGARKv5KX53ZZ2Y","6346","4","10","2","5","8","11","22","6","8","10","ENTITY/The National Museum Of Modern Art, Tokyo",""
"Science And Technology Museum","ChIJdfZ2xRKMGGARQSyxv6wfzw8","3520","2","15","0","2","9","3","30","1","4","14","ENTITY/Science And Technology Museum",""
"National Showa Memorial Museum","ChIJP5nfE2uMGGARCD9T7XHuNb4","1170","8","10","0","14","8","25","30","9","6","11","ENTITY/National Showa Memorial Museum",""
"Tsukudo Shrine","ChIJ4UhE-GqMGGARlLgTJ-LIbtU","450","0","2","0","1","1","2","5","0","1","3","ENTITY/Tsukudo Shrine",""
"Tokyo Daijingu Shrine","ChIJq6q63UOMGGAR7zYBKd7iI3I","10493","3","20","2","6","21","4","29","0","10","20","ENTITY/Tokyo Daijingu Shrine",""
"JCII Camera Museum","ChIJVVXl-2-MGGAR7svTOrr-IS0","257","0","3","1","2","5","6","15","1","2","7","ENTITY/JCII Camera Museum",""
"Mizuma Art Gallery","ChIJ2YbtW1yMGGARFNVU6oa8RC8","105","1","2","1","1","3","4","13","4","5","5","ENTITY/Mizuma Art Gallery",""
"Fukiage Omiya Palace","ChIJLVL4SHKMGGARR8l5zZQx02A","53","0","1","0","0","1","0","2","0","2","1","ENTITY/Fukiage Omiya Palace",""
"Daijingu Hall","ChIJh7Ol3UOMGGARQ3oMdDHhP3M","61","1","8","2","3","2","8","10","2","3","0","ENTITY/Daijingu Hall",""
"Shōkei Kan","ChIJ_w85TGuMGGARezMKgo73Qx0","204","20","12","6","35","6","47","47","25","8","19","ENTITY/Shōkei Kan",""
"Tayasu Mon Gate","ChIJQwJLmGuMGGARZaD_O7oWHPI","246","3","8","1","3","7","6","22","2","5","23","ENTITY/Tayasu Mon Gate",""
"Kudanzaka Park","ChIJGZArzGuMGGARPTxpzTl2nHE","137","2","10","1","1","10","8","22","5","3","7","ENTITY/Kudanzaka Park",""
"Takatōrō Jōtōmyōdai","ChIJzbiOtmuMGGARAnAP53OIJZ0","119","0","8","0","1","4","3","27","3","3","11","ENTITY/Takatōrō Jōtōmyōdai",""
"Yayoi Ireido","ChIJq9r0nmuMGGARWwwQPkWWkws","26","0","11","1","8","3","7","22","7","8","10","ENTITY/Yayoi Ireido",""
"Clock Tower","ChIJp8s7DqGNGGAR4bsVhMgJC1s","52","1","3","0","1","0","2","3","1","1","2","ENTITY/Clock Tower",""
"Statue Of Ōmura Masujirō","ChIJ8Sc1l2mMGGARIA_VxjgBFQE","252","2","3","1","0","4","2","10","0","2","3","ENTITY/Statue Of Ōmura Masujirō",""
"Chidorigafuchi Moat","ChIJndmxIRmNGGAR9zOZKItqjDI","777","9","25","7","3","24","14","47","4","10","21","ENTITY/Chidorigafuchi Moat",""
"Shimizumon Gate","ChIJ70n0MROMGGARMjFhBBLsEGk","237","3","4","1","1","5","4","11","1","3","7","ENTITY/Shimizumon Gate",""
"Statue Of Special Attack Squad Braves","ChIJJ8aSHWiMGGARmjhDGoLDel0","31","0","9","0","4","7","5","14","2","4","8","ENTITY/Statue Of Special Attack Squad Braves",""
"Site Of Yosano Tekkan & Akiko'S Former Residence","ChIJw5vbJkOMGGAR_aKWf0Alu5M","20","1","8","1","7","6","7","11","4","3","9","ENTITY/Site Of Yosano Tekkan & Akiko'S Former Residence",""
"Kiji Bridge","ChIJ89xfRxKMGGARNpKd03x1yzU","21","3","2","1","2","2","3","11","2","2","3","ENTITY/Kiji Bridge",""
"Aiai Bridge","ChIJn3jzZUCMGGARuppFZM174i8","23","1","8","1","2","16","4","32","2","2","9","ENTITY/Aiai Bridge",""
"Nishikanda Park","ChIJS2KjCxWMGGARlSmbfzCTDhQ","222","0","6","1","1","3","2","7","1","3","4","ENTITY/Nishikanda Park",""
"Jimbōchō Aizen Park","ChIJu36bFRSMGGARJ1K6y-kX1Zs","142","0","2","7","2","2","15","14","5","1","4","ENTITY/Jimbōchō Aizen Park",""
"Site Of Taki Rentarō'S Former Residence","ChIJ4Ry1gGWMGGARVj3doAlwlYI","21","4","9","3","8","12","14","26","12","4","18","ENTITY/Site Of Taki Rentarō'S Former Residence",""
"Nishihanebashi Mon Gate","ChIJ1cJ9wgyMGGARNGBVSQ_0nDk","26","7","9","0","1","5","11","18","2","5","15","ENTITY/Nishihanebashi Mon Gate",""
"Edo Castle Ruins","ChIJiZggVguMGGARaW4UFY3Mo8Q","1213","3","12","3","3","16","6","27","4","7","15","ENTITY/Edo Castle Ruins",""
"Chidorigafuchi Park","ChIJ2Upy0nGMGGARNdDKDGtkffY","2551","4","16","2","1","24","8","52","2","6","16","ENTITY/Chidorigafuchi Park",""
"Mathematical Experience Plaza","ChIJhWS9Z1uMGGAR_BZDzCuwuLM","103","1","1","1","1","1","2","10","1","2","7","ENTITY/Mathematical Experience Plaza",""
"Shimo Dokanbori Moat","ChIJBdU8ugyMGGARJ9UXAFmePUI","36","0","1","0","1","1","0","1","0","0","0","ENTITY/Shimo Dokanbori Moat",""
"Parliamentary Museum","ChIJCSOV_omLGGARC30qXmCHB7A","657","3","9","1","4","9","3","19","1","5","8","ENTITY/Parliamentary Museum",""
"National Diet Building","ChIJibDhsomLGGARkIZSXvrUx0g","1085","0","5","0","5","4","1","24","2","2","15","ENTITY/National Diet Building",""
"Hie Shrine","ChIJF0MR5MSmH2ARj3x0ov0aQ-8","11098","1","7","0","3","9","4","27","5","5","15","ENTITY/Hie Shrine",""
"Tokyo Garden Terrace Kioicho","ChIJ4Z9j7XuMGGAR9u6LL1dJtJ0","6342","1","10","0","2","16","1","33","2","10","11","ENTITY/Tokyo Garden Terrace Kioicho",""
"Site Of Akasaka Mitsuke Gate","ChIJoRtqW3mMGGAR_IfueEJk_5U","113","8","9","0","1","2","9","15","0","3","10","ENTITY/Site Of Akasaka Mitsuke Gate",""
"St. Ignatius Catholic Church","ChIJNZ056omMGGARZhItdVTT87M","1083","0","23","2","1","23","5","44","4","7","31","ENTITY/St. Ignatius Catholic Church",""
"JCII Photo Salon","ChIJ8d_x-2-MGGARauUw6ERrqC4","121","2","3","0","1","3","3","16","0","1","8","ENTITY/JCII Photo Salon",""
"Oishi Fossils Gallery Of Mizuta Memorial Museum, Josai Unversity Educational Corporation","ChIJq6oaRXqMGGARO38fkV_jVbE","66","0","4","0","0","4","3","15","1","2","4","ENTITY/Oishi Fossils Gallery Of Mizuta Memorial Museum, Josai Unversity Educational Corporation",""
"Hanzomon Museum","ChIJAQDQVmWMGGAR4dNK6sEJZ80","306","0","5","1","1","5","4","13","1","3","9","ENTITY/Hanzomon Museum",""
"Hanzōmon Kids Pond","ChIJvVErVHCMGGARuf-ToldwmNM","86","1","8","0","0","8","1","14","0","3","10","ENTITY/Hanzōmon Kids Pond",""
"Miyakezaka Syo Park","ChIJ-5FsWHaMGGARqbbg6TMXPMU","32","2","3","1","2","4","5","10","3","4","3","ENTITY/Miyakezaka Syo Park",""
"Shimizudani Park","ChIJ0zbC6nyMGGAROfFoUq13fnw","658","1","10","1","3","13","7","24","2","3","10","ENTITY/Shimizudani Park",""
"Benkei Bridge","ChIJR0xmHHyMGGARAeMJayOwBhk","87","0","1","0","0","4","2","6","1","0","4","ENTITY/Benkei Bridge",""
"Hotel New Otani Japanese Garden","ChIJd0TGAH2MGGARdoUx5v0t2yo","845","2","5","1","2","15","8","21","1","2","9","ENTITY/Hotel New Otani Japanese Garden",""
"Nakayoshi Park (Kōjimachi Kids Square)","ChIJBzNAQ2KMGGARJ1v9BGmSYj0","154","0","3","0","0","3","2","4","0","1","2","ENTITY/Nakayoshi Park (Kōjimachi Kids Square)",""
"Site Of The Kuichigai Mitsuke","ChIJsR2kVn2MGGARzfT8eo-ciHs","47","10","8","3","14","4","17","26","6","4","16","ENTITY/Site Of The Kuichigai Mitsuke",""
"Japanese Geodetic Origin Point","ChIJN_ucJIqLGGARpSbER4BCoPQ","202","2","5","2","1","3","3","10","4","3","5","ENTITY/Japanese Geodetic Origin Point",""
"The Diet Front Park","ChIJRwdJJIqLGGAR6wrIM__UeZg","74","8","12","4","4","15","10","24","6","9","11","ENTITY/The Diet Front Park",""
"Sannoinari Shrine","ChIJVVXigYeLGGARjnqtQYmiyTM","96","0","4","0","3","5","3","12","1","2","5","ENTITY/Sannoinari Shrine",""
"Sakura Well","ChIJryeESYqLGGAR60avG3cGwd0","30","2","0","1","2","1","2","7","1","1","4","ENTITY/Sakura Well",""
"Tokyo Kotsu Kaikan","ChIJASonFuWLGGARoLBihp8-Dck","12594","0","5","0","0","5","1","6","0","2","3","ENTITY/Tokyo Kotsu Kaikan",""
"Imperial Palace","ChIJTQbYAg2MGGARt22eNwtfGtE","26298","3","16","5","4","14","5","43","6","8","19","ENTITY/Tokyo Imperial Palace",""
"The National Museum Of The Imperial Collections, Sannomaru Shozokan","ChIJPfFaQhOMGGARTfig6X5OJvM","474","2","7","1","0","9","2","15","2","3","7","ENTITY/The National Museum Of The Imperial Collections, Sannomaru Shozokan",""
"Imperial Palace East National Gardens","ChIJPfFaQhOMGGAR-QPbNQoAG6M","7991","8","15","6","10","17","14","29","4","5","16","ENTITY/Imperial Palace East National Gardens",""
"Chowaden (Reception Hall Of Lmperial Palace)","ChIJ-w9nwAqMGGARuiyw3jm3Ios","240","1","6","1","1","7","1","19","1","4","10","ENTITY/Chowaden (Reception Hall Of Lmperial Palace)",""
"Mitsubishi Ichigokan Museum","ChIJuyY-ZfqLGGAREYR9A10IXPQ","2989","0","17","0","1","20","1","40","7","12","14","ENTITY/Mitsubishi Ichigokan Museum, Tokyo",""
"Tokyo Station Gallery","ChIJtxODuv6LGGAR4xf7X3WayX0","2229","0","5","1","0","5","1","16","1","4","8","ENTITY/Tokyo Station Gallery",""
"Kokyo Gaien National Garden","ChIJAQCEbPGLGGARFa0L-v-rNtg","8224","6","13","4","4","19","7","32","7","10","14","ENTITY/Kokyo Gaien National Garden",""
"Seikado Bunko Art Museum","ChIJz-ZkAQb0GGARLd-j4HlLkaM","909","2","17","1","3","20","5","38","2","11","15","ENTITY/Seikado Bunko Art Museum",""
"Idemitsu Museum Of Arts","ChIJoUobW_CLGGARL_ES0JDK5lg","1378","1","6","1","2","4","2","6","1","4","4","ENTITY/Idemitsu Museum of Arts",""
"Fountain Of Hibiya Park","ChIJgYcKD_KLGGARyM933-RbFaY","706","1","7","0","0","8","0","13","1","3","8","ENTITY/Fountain Of Hibiya Park",""
"Intermediatheque","ChIJF5AiNPqLGGAR2igPgxC2_Kw","1081","0","3","0","0","3","4","14","5","3","5","ENTITY/Intermediatheque",""
"KITTE Garden","ChIJtZRvRvqLGGARdS57rQP2NEk","772","0","11","0","1","10","0","20","1","4","6","ENTITY/KITTE Garden",""
"Marunouchi Square","ChIJAylxefmLGGARmouNFJGoD3E","3531","3","6","4","3","7","4","18","1","1","9","ENTITY/Marunouchi Square",""
"Mitsubishi UFJ Trust And Banking Museum","ChIJvQWmVviLGGARWUVZ75YS5Jw","44","1","9","1","2","9","5","25","2","5","29","ENTITY/Mitsubishi UFJ Trust And Banking Museum",""
"Wadakura Fountain National Park","ChIJV4TDwfeLGGARZZY83rpWpSA","2057","0","9","0","0","10","6","25","4","6","9","ENTITY/Wadakura Fountain National Park",""
"Site Of Matsu No O Roka Corridor","ChIJhZsO6QuMGGARKpytUX8ZqOs","86","15","9","7","7","8","17","22","11","13","9","ENTITY/Site Of Matsu No O Roka Corridor",""
"Sukiyabashi Park Young Clock Tower","ChIJV8P5fO-LGGAR6Qn-vWMmKO0","84","0","5","0","0","1","0","8","0","1","3","ENTITY/Sukiyabashi Park Young Clock Tower",""
"Statue Of Kusunoki Masashige","ChIJ-SEtT_GLGGARh19OTroY4bA","1243","1","7","1","5","7","3","19","1","4","11","ENTITY/Statue Of Kusunoki Masashige",""
"Babasakimon Gate Monument","ChIJ43Sw2_CLGGARh5FCOXxs2tQ","52","2","4","1","1","5","3","16","4","1","21","ENTITY/Babasakimon Gate Monument",""
"Mt. Mikasa","ChIJcUcaufOLGGARsuW5JEIux_U","46","1","0","1","0","0","3","2","0","0","1","ENTITY/Mt. Mikasa",""
"Pelican Fountains","ChIJ-6ZEL_CLGGARRMzYsKSF188","33","0","15","0","0","10","2","17","3","5","15","ENTITY/Pelican Fountains",""
"Health Field","ChIJgTZzrvOLGGARoigItuM4MWI","77","0","4","0","0","5","1","5","0","3","4","ENTITY/Health Field",""
"The Place Of Death Of Date Masamune","ChIJVzm4lvGLGGARQcfrzMS4DcA","104","1","5","1","0","3","3","7","1","0","5","ENTITY/The Place Of Death Of Date Masamune",""
"Kikyō Mon Gate","ChIJmdef7AmMGGARhKjmuJGUSNs","712","3","13","2","3","8","8","19","7","3","13","ENTITY/Kikyō Mon Gate",""
"Flowerbed 1","ChIJ05OYU2qLGGARdiRMwrnekMs","40","0","17","0","0","12","3","18","3","2","13","ENTITY/Flowerbed 1",""
"Remains Of Hibiya Turret Of Edo Castle","ChIJSVlhwPGLGGARz28AxXTPVEo","54","15","13","4","4","6","24","38","4","2","21","ENTITY/Remains Of Hibiya Turret Of Edo Castle",""
"Shinji Ike Pond","ChIJ23HgvY-LGGARzGvMuq9sbFQ","51","2","3","2","2","4","4","9","2","2","4","ENTITY/Shinji Ike Pond",""
"Remains Of Wadakuramon Gate Guardhouse","ChIJ0QFUhfeLGGARcBgc0OSQI2U","121","2","4","0","2","3","4","14","0","1","7","ENTITY/Remains Of Wadakuramon Gate Guardhouse",""
"Ancient Scandinavian Runestone (Replica)","ChIJBSyx9vGLGGARFTYqDttIVMo","25","6","7","2","3","3","8","7","4","3","4","ENTITY/Ancient Scandinavian Runestone (Replica)",""
"Wadakura Mon Gate","ChIJn_Bp6PeLGGARAfpWo7lBTcA","146","2","2","1","0","1","1","5","1","1","6","ENTITY/Wadakura Mon Gate",""
"Obansho Guardhouse","ChIJ8zjh2AuMGGARH4JAMFrF8FQ","82","2","0","0","11","4","4","23","1","1","12","ENTITY/Obansho Guardhouse",""
"Grand Fountain","ChIJr62ciOSLGGARIs6ax4bn-a8","68","0","0","0","1","2","0","5","0","0","0","ENTITY/Grand Fountain",""
"Hibiya Step Plaza","ChIJ8aEILO6LGGARPVDPsPKqefw","171","1","4","2","1","2","1","7","1","2","3","ENTITY/Hibiya Step Plaza",""
"Park View Garden","ChIJneixJe6LGGARfXvzyW1mY_U","168","6","11","5","8","11","16","23","3","3","15","ENTITY/Park View Garden",""
"Tsubonemon Gate","ChIJ0cCkZguMGGAR3ErK3Ay-awQ","51","1","4","0","2","1","0","4","1","1","4","ENTITY/Tsubonemon Gate",""
"Crane Fountain","ChIJhxcV4MGLGGARopLeXlAS9tY","28","2","4","0","4","2","8","17","3","0","7","ENTITY/Crane Fountain",""
"Godzilla Statue","ChIJj9FCzO-LGGARv0qenUaDws4","2052","1","4","0","1","2","5","16","0","3","6","ENTITY/Godzilla Statue",""
"Edo Castle Keep Restoration Model","ChIJ93STsrqNGGAReyjjarHT2cg","42","2","6","0","3","4","3","27","1","1","4","ENTITY/Edo Castle Keep Restoration Model",""
"Gin No Suzu","ChIJ9-LJdPyLGGARZeSwNOHJv3I","2318","0","2","0","1","3","2","4","1","2","4","ENTITY/Gin No Suzu",""
"Former Tokyo Central Postmaster'S Office","ChIJH5qNNPqLGGAReFR56HZUyfs","83","0","1","1","0","5","2","21","1","4","7","ENTITY/Former Tokyo Central Postmaster'S Office",""
"Ōte Mon Gate","ChIJ7-cJ_wiMGGAR_wayVide6uo","421","3","9","0","5","7","9","36","2","3","27","ENTITY/Ōte Mon Gate",""
"Imperial Palace Main Gate Stone Bridge Decorative Lamp","ChIJgzwL_QuMGGAR6xGd6K4fYGk","39","5","2","0","5","7","7","28","0","4","8","ENTITY/Imperial Palace Main Gate Stone Bridge Decorative Lamp",""
"Yanagimori Shrine","ChIJS2dPOKiOGGAREfQsUq73wP0","719","3","7","2","3","7","8","21","1","1","17","ENTITY/Yanagimori Shrine",""
"Otamagaike Pond Site","ChIJ1abH0vyLGGARoSlvRMJ3JuM","67","0","5","1","5","5","8","18","5","5","9","ENTITY/Otamagaike Pond Site",""
"Horin Park","ChIJ58mpjx6MGGARseWnPsaMkNI","768","0","12","2","3","13","8","28","1","4","13","ENTITY/Horin Park",""
"Myojin Otoko Zaka Stair","ChIJFSnzsB6MGGARnojVfoqkXW4","180","1","3","0","0","1","3","6","1","0","5","ENTITY/Myojin Otoko Zaka Stair",""
"Kanda Myoujin Shrine","ChIJ7RsWzB6MGGARi3xBv7bkl_M","21920","0","7","0","0","13","1","27","1","5","12","ENTITY/Kanda Myoujin Shrine",""
"Ozu History Museum","ChIJUduh6VSJGGARqpH5415dX-U","47","1","7","0","1","8","2","23","2","5","5","ENTITY/Ozu History Museum",""
"Tokiwa Park","ChIJHSZQjwCMGGARRvkZQ4vk8kg","69","1","3","0","2","1","7","7","2","6","1","ENTITY/Tokiwa Park",""
"Ogawa Hiroba","ChIJd2lidxCMGGARqEE0ey3opTo","349","3","12","1","1","6","4","21","2","3","6","ENTITY/Ogawa Hiroba",""
"3331 Arts Chiyoda","ChIJWUPQrR-MGGARa622uywYz2E","1831","3","20","2","2","19","4","43","11","14","19","ENTITY/3331 Arts Chiyoda",""
"Fukutoku Shrine","ChIJw9uzC1WJGGARnZWYZveSJFc","2699","2","15","1","7","15","4","30","1","10","20","ENTITY/Fukutoku Shrine",""
"Mitsui Fukutoku Garden","ChIJCSL5CFWJGGAR1n5EJ99hzXs","320","0","4","0","2","5","0","7","1","2","4","ENTITY/Mitsui Fukutoku Garden",""
"Daiichi Sankyo Medicine Museum","ChIJRR8sH1WJGGARgBXf6qT_viE","292","1","6","0","2","3","1","13","0","3","6","ENTITY/Daiichi Sankyo Medicine Museum",""
"Manseibashi Station Remains","ChIJF-kS1ByMGGARfX9TAILqL3w","335","1","7","0","0","6","2","17","1","4","5","ENTITY/Manseibashi Station Remains",""
"Izumi Bridge","ChIJod60-KiOGGARzcq38CBviUQ","55","6","3","5","4","4","10","11","4","3","4","ENTITY/Izumi Bridge",""
"Akihabara Park","ChIJpQd7ZqiOGGARsRs2aimeHl4","408","2","4","2","1","3","1","9","3","1","3","ENTITY/Akihabara Park",""
"Akihabara Electric Town","ChIJZzSYoB2MGGARfBcicn7sx28","4124","0","13","0","4","4","6","25","2","4","7","ENTITY/Akihabara Electric Town",""
"Awaji Park","ChIJb_7IaRuMGGARavmrYh6B_5w","210","0","1","0","0","2","0","4","1","1","2","ENTITY/Awaji Park",""
"YKK","ChIJz3TS9aaOGGARwdZXzammqSQ","54","3","11","2","4","11","6","31","2","6","8","ENTITY/YKK",""
"Hill Of Ghost","ChIJ8xqjvhuMGGAR8vSlKVW80l0","27","0","0","0","0","0","0","0","0","0","0","ENTITY/Hill Of Ghost",""
"Park Gallery","ChIJ76X9mh6MGGAR_fhLJ312wT0","32","0","9","0","1","7","4","25","4","7","10","ENTITY/Park Gallery",""
"Shusse Fudo Son","ChIJVVW4TAGMGGARV7MjXGiZD1E","64","3","3","3","6","3","8","11","2","5","5","ENTITY/Shusse Fudo Son",""
"Jisshi Park","ChIJAQBTVquOGGARLx6I1rPxg4s","367","3","9","2","1","8","4","14","1","6","7","ENTITY/Jisshi Park",""
"Chiyoda Kuritsu Izumi Park","ChIJdScsSK-OGGARzKMrlFcqwN4","532","1","9","2","1","6","4","10","1","5","7","ENTITY/Chiyoda Kuritsu Izumi Park",""
"Kodenmacho Prison Museum","ChIJ2zLvTauOGGAR6Ofe6rSxsRo","38","6","8","1","9","6","10","29","8","3","9","ENTITY/Kodenmacho Prison Museum",""
"Remains Of The Kodenmacho Prison","ChIJi08pVKuOGGARJSwjsbWHEyo","59","1","1","1","0","1","4","6","2","1","2","ENTITY/Remains Of The Kodenmacho Prison",""
"Ryukan Children'S Park","ChIJUxjq76yOGGARBhZMImQywT8","121","0","1","0","1","1","5","5","0","2","1","ENTITY/Ryukan Children'S Park",""
"Hijiri Bridge","ChIJi3JUZACNGGARXyYn0j7sCkE","150","1","13","0","3","8","6","16","2","6","5","ENTITY/Hijiri Bridge",""
"Uchikanda Ojima Park","ChIJrdkPmgaMGGARxBYfVzVugQA","39","1","4","1","0","3","6","11","0","1","3","ENTITY/Uchikanda Ojima Park",""
"Miyamoto Park","ChIJ14jFJxmMGGARblOZ2P33sIA","153","0","2","0","0","3","1","4","1","1","2","ENTITY/Miyamoto Park",""
"Meiji University Museum","ChIJ62acTxeMGGARUmcrd2EKsVw","512","5","10","4","7","7","13","24","5","5","9","ENTITY/Meiji University Museum",""
"Chiyoda Kuritsu Rensei Park","ChIJb71bVh-MGGARGsNeiT5iYb0","164","0","4","1","2","7","5","10","2","3","4","ENTITY/Chiyoda Kuritsu Rensei Park",""
"Ryukan Sakura Bridge","ChIJFcFclQCMGGARPH0DpAtwueY","67","0","4","1","0","6","1","14","2","1","9","ENTITY/Ryukan Sakura Bridge",""
"Saemon Bridge","ChIJ1xPb8K2OGGARleis8lZGsEk","35","0","2","0","0","2","0","2","0","0","2","ENTITY/Saemon Bridge",""
"Catholic Kanda Church","ChIJERbV3hWMGGARUPwaYY_9TE8","244","0","7","1","0","9","1","13","1","1","11","ENTITY/Catholic Kanda Church",""
"Misaki Inari Shrine","ChIJB7nCrj-MGGARrERpWjP8hhU","296","0","3","0","0","2","1","3","1","1","2","ENTITY/Misaki Inari Shrine",""
"Univ. Of Tokyo'S Founding Place","ChIJPSkYwxGMGGARubzYRoItzTM","23","3","7","0","1","3","4","15","0","2","9","ENTITY/Univ. Of Tokyo'S Founding Place",""
"Kinka Park","ChIJcdybLheMGGARHDlzS-Sfd_M","286","0","7","0","0","5","0","8","0","1","5","ENTITY/Kinka Park",""
"Aku You Memorial Museum","ChIJLxsaTxeMGGARPiuFcX6fnkw","37","2","4","1","4","6","5","21","2","6","8","ENTITY/Aku You Memorial Museum",""
"Hirakawa Mon Gate","ChIJTajifQ6MGGAR7Hm1Kn2631A","130","4","5","2","3","1","10","15","2","1","20","ENTITY/Hirakawa Mon Gate",""
"Statue Of Wake No Kiyomaro","ChIJi5nZHw-MGGARjf6RhUw_QjM","144","0","1","0","0","2","1","8","0","0","2","ENTITY/Statue Of Wake No Kiyomaro",""
"Kiyomaro Park","ChIJl3SFqg-MGGAR79DUKqYHfuk","21","0","4","0","0","3","3","9","1","2","4","ENTITY/Kiyomaro Park",""
"Kanda Bridge","ChIJE4T6bQaMGGARcTdzr5G5rJ8","152","4","12","0","3","4","9","24","3","3","11","ENTITY/Kanda Bridge",""
"Musée Hamaguchi Yozo: Yamasa Collection","ChIJwbcTWUSJGGAR8JUnuMdbkss","139","1","10","1","1","9","8","24","6","5","7","ENTITY/Musée Hamaguchi Yozo: Yamasa Collection",""
"Koami Shrine","ChIJmY9L9lCJGGAR3ydy0pQ5y8A","7581","6","25","2","6","30","9","45","3","18","26","ENTITY/Koami Shrine",""
"Koamicho Children'S Park","ChIJM8w-7lCJGGAReRyMLnFUO1s","108","2","5","1","0","5","3","14","1","5","9","ENTITY/Koamicho Children'S Park",""
"Suitengu Shrine","ChIJ6TXOcUWJGGAR2GRhafOUp0I","6485","1","9","0","6","13","1","32","0","7","10","ENTITY/Suitengu Shrine",""
"Ōkannon Ji Temple","ChIJb8SfLVCJGGARiU1Jtv-uHps","189","2","4","1","4","2","3","12","2","3","5","ENTITY/Ōkannon Ji Temple",""
"Hakozakigawa Daini Park","ChIJ93sW60SJGGARzc8c12fS4L0","75","2","5","1","1","2","4","5","3","3","3","ENTITY/Hakozakigawa Daini Park",""
"Yagenbori Fudō In","ChIJAUC44EyJGGAREQhz3L_zRf8","357","2","3","0","2","2","4","11","0","2","3","ENTITY/Yagenbori Fudō In",""
"Seishōkō Ji","ChIJa7igyEiJGGARtkrOqIK2NWo","50","3","3","2","1","5","6","10","0","4","9","ENTITY/Seishōkō Ji",""
"Suginomori Shrine","ChIJc4hCu1OJGGAR_ru6C64yuTA","722","0","6","0","1","8","2","17","3","5","8","ENTITY/Suginomori Shrine",""
"Suehiro Shrine","ChIJc1ZLN06JGGARgKpfVVWubp4","506","0","2","0","1","1","1","7","0","1","1","ENTITY/Suehiro Shrine",""
"Hisamatsu Children'S Park","ChIJmR7bC06JGGARLma1SuhF87E","110","1","9","1","5","5","7","13","2","4","13","ENTITY/Hisamatsu Children'S Park",""
"Horidome Children'S Park","ChIJC2rRZlGJGGARADpjo6WQrpI","412","2","5","4","1","14","11","19","3","6","13","ENTITY/Horidome Children'S Park",""
"Ningyōchō Karakuri Yagura","ChIJDdJsKFCJGGAR_LtuNlL-Wz4","43","0","9","0","1","3","2","8","0","1","5","ENTITY/Ningyōchō Karakuri Yagura",""
"Benkei From “Kanjincho”","ChIJD__5BU-JGGAR5IKXKzpGNRo","87","3","3","2","3","1","7","15","1","1","5","ENTITY/Benkei From “Kanjincho”",""
"Amazakeyokocho","ChIJWUQg3E-JGGARurzf23V2D9s","551","2","4","1","1","3","2","7","0","2","3","ENTITY/Amazakeyokocho",""
"Site Of Saigō Takamori’S Former Residence","ChIJWT6EOFCJGGARQIyroNNG_eE","26","1","1","0","5","1","7","11","4","1","12","ENTITY/Site Of Saigō Takamori’S Former Residence",""
"Ningyocho Mechanical Clock Tower Rakugo Performer","ChIJzYytP-mJGGARNLqgfLhxoxo","29","2","10","0","1","4","3","14","2","1","4","ENTITY/Ningyocho Mechanical Clock Tower Rakugo Performer",""
"Hamachō Park","ChIJVVWxhEiJGGARsDYT-3WKc0E","2817","1","7","1","2","5","4","12","2","2","4","ENTITY/Hamachō Park",""
"Founding Place Of Japan’S Postal Service","ChIJvZMp5ZiJGGARpOjrs28ifTU","35","1","7","1","1","3","3","12","1","1","10","ENTITY/Founding Place Of Japan’S Postal Service",""
"Yanagi Bridge","ChIJ7TkQRbOOGGARNrJRvDQpCKQ","268","2","6","1","2","2","3","18","3","1","7","ENTITY/Yanagi Bridge",""
"Nihonbashi Fish Market Monument","ChIJZXozZVaJGGAR8hnc9IIESZ8","106","9","10","0","1","5","10","26","0","2","10","ENTITY/Nihonbashi Fish Market Monument",""
"First National Bank Birthplace","ChIJL40trVCJGGARNlkutiABADE","32","7","5","2","4","9","9","26","4","5","30","ENTITY/First National Bank Birthplace",""
"Mitsui Honkan","ChIJq3fYnFWJGGARPz4hlEVggCU","517","0","1","0","0","2","0","4","0","1","2","ENTITY/Mitsui Honkan",""
"National Film Archive Of Japan","ChIJDTEgTOKLGGARRjeD6dnAoVY","685","3","7","2","2","6","7","21","6","7","4","ENTITY/National Film Archive of Japan",""
"Pola Museum Annex","ChIJM7rZi-OLGGARkL-rCS_OHyw","461","2","5","2","1","6","1","11","2","7","3","ENTITY/Pola Museum Annex",""
"Sakuragawa Park","ChIJxdRDb16JGGARPwIuXnWRGRk","307","1","6","1","1","5","1","6","1","5","4","ENTITY/Sakuragawa Park",""
"Ginza Canon Gallery","ChIJQw9ey-aLGGAR-PGXL1t98x0","365","0","3","0","1","5","1","15","1","1","7","ENTITY/Ginza Canon Gallery",""
"Kashima Arts Co., Ltd.","ChIJpTdsYuKLGGARNsnAH3hUf2U","51","1","9","1","3","5","5","17","1","2","9","ENTITY/Kashima Arts Co., Ltd.",""
"Mitsukoshi Lion Sculpture","ChIJU2J8iOaLGGAReNtcR5-9osw","86","0","3","0","4","2","1","7","1","2","0","ENTITY/Mitsukoshi Lion Sculpture",""
